original_order,id,title,multiauthored,authors,repeat_author
830,58839343,Crumbs,0,Danie Stirling,0
831,60043514,Killing Stalking: Deluxe Edition Vol. 1,0,Koogi,0
832,60018573,"A Career in Books: A Novel about Friends, Money, and the Occasional Duck Bun",0,Kate Gavino,0
833,58673883,The Many Deaths of Laila Starr,1,Ram V.,0
833,58673883,The Many Deaths of Laila Starr,1,Filipe Andrade,0
833,58673883,The Many Deaths of Laila Starr,1,Inês Amaro,0
834,58437862,Chef's Kiss,1,Jarrett Melendez,0
834,58437862,Chef's Kiss,1,Danica Brine,0
834,58437862,Chef's Kiss,1,Hank Jones,0
835,57992923,Squire,1,Nadia Shammas,0
835,57992923,Squire,1,Sara Alfageeh,0
836,58719265,Welcome to St. Hell: My Trans Teen Misadventure,0,Lewis Hancox,0
837,60099713,It Won't Always Be Like This,0,Malaka Gharib,0
838,55867756,Messy Roots: A Graphic Memoir of a Wuhanese American,0,Laura Gao,0
839,60665429,Thieves,0,Lucie Bryon,0
840,56805404,Call Us What We Carry,0,Amanda Gorman,1
841,58582927,Time Is a Mother,0,Ocean Vuong,1
842,58439971,Unlock Your Storybook Heart,0,Amanda Lovelace,1
843,58439983,Serenity: Poems,0,F.S. Yousaf,0
844,59921489,On Sun Swallowing,0,Dakota Warren,0
845,60409981,And Yet: Poems,0,Kate Baer,1
846,60147181,"The World Keeps Ending, and the World Goes On",0,Franny Choi,1
847,55835966,Bless the Daughter Raised by a Voice in Her Head,0,Warsan Shire,0
848,59679549,Woman Without Shame: Poems,0,Sandra Cisneros,1
849,59900080,Musical Tables: Poems,0,Billy Collins,1
850,59382078,Poukahangatus: Poems,0,Tayi Tibble,0
851,59571658,The Hurting Kind: Poems,0,Ada Limon,0
852,60320135,The Shift: Poetry for a New Perspective,0,Melody Godfred,0
853,60165457,Weaving Sundown in a Scarlet Light: Fifty Poems for Fifty Years,1,Sandra Cisneros,1
853,60165457,Weaving Sundown in a Scarlet Light: Fifty Poems for Fifty Years,1,Joy Harjo,0
854,60753258,Alive at the End of the World,1,Saeed Jones,1
854,60753258,Alive at the End of the World,1,D.A. Powell,1
855,59788399,Girls That Never Die: Poems,0,Safia Elhillo,1
856,59576068,Walking Gentry Home: A Memoir of My Foremothers in Verse,0,Alora Young,0
857,60059700,Normal Distance,0,Elisa Gabbert,0
858,58393241,All the Flowers Kneeling,0,Paul Tran,0
859,58984757,Golden Ax,0,Rio Cortez,0
880,59233594,The Final Gambit,0,Jennifer Lynn Barnes,1
881,55977956,Loveless,0,Alice Oseman,1
882,58756420,I Kissed Shara Wheeler,0,Casey McQuiston,1
883,59723790,The First to Die at the End,0,Adam Silvera,1
884,56970272,I Must Betray You,0,Ruta Sepetys,1
885,57917042,Anatomy: A Love Story,0,Dana Schwartz,1
886,57899793,All My Rage,0,Sabaa Tahir,1
887,61713106,I Fell in Love With Hope,0,Lancali,0
888,59586261,Family of Liars,0,E. Lockhart,1
889,58842731,The Lesbiana's Guide to Catholic School,0,Sonora Reyes,0
890,57390604,As Long as the Lemon Trees Grow,0,Zoulfa Katouh,0
891,59816818,The Weight of Blood,0,Tiffany D. Jackson,1
892,56200366,You'll Be the Death of Me,0,Karen M. McManus,1
893,58437812,She Gets the Girl,1,Rachael Lippincott,1
893,58437812,She Gets the Girl,1,Alyson Derrick,1
894,57911600,Hell Followed With Us,0,Andrew Joseph White,0
895,59365594,See You Yesterday,0,Rachel Lynn Solomon,1
896,58857822,My Mechanical Romance,0,Alexene Farol Follmuth,0
897,51559209,Nothing More to Tell,0,Karen M. McManus,1
898,56978109,Ophelia After All,0,Racquel Marie,0
899,58543750,A Show for Two,0,Tashie Bhuiyan,1
900,58064046,Gallant,1,Victoria E. Schwab,1
900,58064046,Gallant,1,Manuel Sumberac,0
901,59365195,Bloodmarked,0,Tracy Deonn,1
902,60021196,Kingdom of the Feared,0,Kerri Maniscalco,1
903,59808071,The Ballad of Never After,0,Stephanie Garber,1
904,56978100,The Girl Who Fell Beneath the Sea,0,Axie Oh,0
905,57571215,Cytonic,0,Brandon Sanderson,1
906,60138097,Foul Lady Fortune,0,Chloe Gong,1
907,59227936,Belladonna,0,Adalyn Grace,1
908,59251223,Cursed,0,Marissa Meyer,1
909,57992931,This Woven Kingdom,0,Tahereh Mafi,1
910,58311939,These Twisted Bonds,0,Lexi Ryan,1
911,58329296,All That’s Left in the World,0,Erik J. Brown,0
912,59251248,The Sunbearer Trials,0,Aiden Thomas,1
913,55812605,Hotel Magnifique,0,Emily J. Taylor,0
914,56978089,A Magic Steeped in Poison,0,Judy I. Lin,0
915,58437818,So This Is Ever After,0,F.T. Lukens,0
916,60099660,If You Could See the Sun,0,Ann Liang,1
917,58210340,Only a Monster,0,Vanessa Len,0
918,59709309,The Dragon's Promise,0,Elizabeth Lim,1
919,59513138,Violet Made of Thorns,0,Gina Chen,0
920,57347345,I Am Quiet: A Story for the Introvert in All of Us,1,Andie Powers,0
920,57347345,I Am Quiet: A Story for the Introvert in All of Us,1,Betsy Petersen,0
921,59773289,Rise of the School for Good and Evil,0,Soman Chainani,1
922,53023305,Amari and the Great Game,0,B.B. Alston,1
923,58932372,Small Town Pride,0,Phil Stamper,1
924,57468730,Witchlings,0,Claribel A. Ortega,1
925,58455872,This Is (Not) Enough,1,Anna Kang,1
925,58455872,This Is (Not) Enough,1,Christopher Weyant,1
926,58977856,Stellarlune,0,Shannon Messenger,1
927,59365584,Zachary Ying and the Dragon Emperor,0,Xiran Jay Zhao,1
928,59568370,The Elephant Girl,1,James Patterson,1
928,59568370,The Elephant Girl,1,Ellen Banda-Aaku,0
928,59568370,The Elephant Girl,1,Sophia Krevoy,0
929,58684442,Aru Shah and the Nectar of Immortality,0,Roshani Chokshi,1
930,56896065,The Marvellers,1,Dhonielle Clayton,1
930,56896065,The Marvellers,1,Khadijah Khatib,0
931,60245567,Ravenfall,0,Kalyn Josephson,0
932,58328436,The Ogress and the Orphans,0,Kelly Barnhill,1
933,59917927,The Best Gift for Bear,0,Jennifer A. Bell,0
934,58957681,I Am Able to Shine,1,Korey Watari,0
934,58957681,I Am Able to Shine,1,Mike Wu,0
935,58201801,New from Here,0,Kelly Yang,1
936,60531094,The Pennymores and the Curse of the Invisible Quill,0,Eric Koester,0
937,61304987,The Girl in White,0,Lindsay Currie,0
938,59808314,Bastille vs. the Evil Librarians,1,Brandon Sanderson,1
938,59808314,Bastille vs. the Evil Librarians,1,Janci Patterson,0
938,59808314,Bastille vs. the Evil Librarians,1,Hayley Lazo,0
939,60099657,How to Heal a Gryphon,0,Meg Cannistra,0
940,56597885,"Beautiful World, Where Are You",0,Sally Rooney,1
941,53310061,Dial A for Aunties,0,Jesse Q. Sutanto,1
942,56783258,Cloud Cuckoo Land,0,Anthony Doerr,1
943,54860573,Once There Were Wolves,0,Charlotte McConaghy,1
944,58698241,The Paper Palace,0,Miranda Cowley Heller,0
945,56625098,The Wish,0,Nicholas Sparks,1
946,54508798,The Guncle,0,Steven Rowley,1
947,48890225,"Detransition, Baby",0,Torrey Peters,0
948,55643278,Golden Girl,0,Elin Hilderbrand,1
949,55276648,The Reading List,0,Sara Nisha Adams,0
950,55467800,That Summer,0,Jennifer Weiner,1
951,55169040,We Are the Brennans,0,Tracey Lange,1
952,55577668,The One Hundred Years of Lenni and Margot,0,Marianne Cronin,0
953,56607366,Black Buck,0,Mateo Askaripour,0
954,57290383,Infinite Country,0,Patricia Engel,0
955,56816904,The Sentence,0,Louise Erdrich,1
956,56084279,This Close to Okay,0,Leesa Cross-Smith,0
957,56404444,Bewilderment,0,Richard Powers,1
958,56294820,Oh William!,0,Elizabeth Strout,1
959,42346406,One Two Three,0,Laurie Frankel,1
960,58744977,The Last Thing He Told Me,0,Laura Dave,1
961,45300567,The Maidens,0,Alex Michaelides,1
962,56852407,Billy Summers,0,Stephen King,1
963,52476830,The Push,0,Ashley Audrain,0
964,54886959,Arsenic and Adobo,0,Mia P. Manansala,0
965,54626223,Harlem Shuffle,0,Colson Whitehead,1
966,56143578,Apples Never Fall,0,Liane Moriarty,1
967,53137893,The Wife Upstairs,0,Rachel Hawkins,1
968,56269064,Rock Paper Scissors,0,Alice Feeney,1
969,57660923,Razorblade Tears,0,S.A. Cosby,1
970,54737068,Local Woman Missing,0,Mary Kubica,1
971,53317496,The Survivors,0,Jane Harper,1
972,53137974,The Good Sister,0,Sally Hepworth,1
973,55922299,The Night She Disappeared,0,Lisa Jewell,1
974,50279680,We Begin at the End,0,Chris Whitaker,1
975,55315487,The Plot,0,Jean Hanff Korelitz,0
