original_order,id,title,multiauthored,authors,repeat_author
2461,33784323,The Magic Misfits,1,Kyle Hilton,0
2462,36222611,Aru Shah and the End of Time,0,Roshani Chokshi,1
2463,36086513,Amal Unbound,0,Aisha Saeed,1
2464,35959634,Ghost Boys,0,Jewell Parker Rhodes,0
2465,36644148,The Penderwicks at Last,0,Jeanne Birdsall,1
2466,36546966,Willa of the Wood,0,Robert Beatty,1
2467,33004208,The Miscalculations of Lightning Girl,0,Stacy McAnulty,0
2468,36443315,Bob,1,Rebecca Stead,1
2468,36443315,Bob,1,Wendy Mass,0
2468,36443315,Bob,1,Nicholas Gannon,0
2469,36127488,Front Desk,0,Kelly Yang,1
2470,35297562,Sunny,0,Jason Reynolds,1
2471,35068526,You Go First,0,Erin Entrada Kelly,1
2472,35464020,The Night Diary,0,Veera Hiranandani,0
2473,32618983,The Serpent's Secret,0,Sayantani DasGupta,0
2474,39217633,Louisiana's Way Home,0,Kate DiCamillo,1
2475,37822631,The Golden Tower,1,Holly Black,1
2475,37822631,The Golden Tower,1,Cassandra Clare,1
2476,38903002,Wrath of the Dragon King,0,Brandon Mull,1
2477,36959639,Small Spaces,0,Katherine Arden,1
2478,36373280,The Unforgettable Guinevere St. Clair,0,Amy Makechnie,0
2479,35396839,I Am Enough,1,Grace Byers,0
2479,35396839,I Am Enough,1,Keturah A. Bobo,0
2480,39319247,A Day in the Life of Marlon Bundo,1,Jill Twiss,0
2480,39319247,A Day in the Life of Marlon Bundo,1,E.G. Keller,0
2481,35488059,Little Leaders: Bold Women in Black History,0,Vashti Harrison,1
2482,36341954,We Don't Eat Our Classmates,0,Ryan T. Higgins,1
2483,35138182,Petra,0,Marianna Coppo,0
2484,35248504,The Rabbit Listened,0,Cori Doerrfeld,0
2485,35580105,Hello Lighthouse,0,Sophie Blackall,1
2486,36373562,Ocean Meets Sky,1,Terry Fan,0
2486,36373562,Ocean Meets Sky,1,Eric Fan,0
2487,35356379,Love,1,Matt de la Peña,1
2487,35356379,Love,1,Loren Long,1
2488,26532714,Julián Is a Mermaid,0,Jessica Love,1
2489,35566693,The Word Collector,0,Peter H. Reynolds,0
2490,35182933,"Baby Monkey, Private Eye",1,Brian Selznick,1
2490,35182933,"Baby Monkey, Private Eye",1,David Serlin,0
2491,34791219,Drawn Together,1,Dan Santat,1
2491,34791219,Drawn Together,1,Minh Lê,0
2492,35631757,Islandborn,1,Junot Díaz,1
2492,35631757,Islandborn,1,Leo Espinosa,0
2493,40524608,Lulu is a Rhinoceros,1,Jason Flom,0
2493,40524608,Lulu is a Rhinoceros,1,Allison Flom,0
2493,40524608,Lulu is a Rhinoceros,1,Sophie Corrigan,0
2494,37506301,The Day You Begin,1,Jacqueline Woodson,1
2494,37506301,The Day You Begin,1,Rafael López,1
2495,34204247,Prince & Knight,1,Daniel Haack,0
2495,34204247,Prince & Knight,1,Stevie Lewis,0
2496,35833840,They Say Blue,0,Jillian Tamaki,1
2497,41443051,The Truth Pixie,1,Matt Haig,1
2497,41443051,The Truth Pixie,1,Chris Mould,0
2498,38495981,Franklin and Luna Go to the Moon,1,Jen Campbell,1
2498,38495981,Franklin and Luna Go to the Moon,1,Katie Harnett,1
2499,34273236,Little Fires Everywhere,0,Celeste Ng,1
2500,31443394,Beartown,1,Fredrik Backman,1
2500,31443394,Beartown,1,Neil Smith,1
2501,31434883,Eleanor Oliphant Is Completely Fine,0,Gail Honeyman,0
2502,30688763,My Not So Perfect Life,0,Sophie Kinsella,1
2503,33828743,The Keeper of Lost Things,0,Ruth Hogan,0
2504,30688435,Exit West,0,Mohsin Hamid,0
2505,32920226,"Sing, Unburied, Sing",0,Jesmyn Ward,1
2506,29864343,Rich People Problems,0,Kevin Kwan,1
2507,32498122,The Identicals,0,Elin Hilderbrand,1
2508,32080126,Anything Is Possible,0,Elizabeth Strout,1
2509,30358505,The Refugees,0,Viet Thanh Nguyen,1
2510,28820997,This Is How It Always Is,0,Laurie Frankel,1
2511,30753987,The Leavers,0,Lisa Ko,0
2512,31522415,What It Means When a Man Falls from the Sky,0,Lesley Nneka Arimah,0
2513,34139539,The Ministry of Utmost Happiness,0,Arundhati Roy,0
2514,33621427,Home Fire,0,Kamila Shamsie,0
2515,32600726,The Almost Sisters,0,Joshilyn Jackson,1
2516,33916024,Sourdough,0,Robin Sloan,1
2517,33572350,My Absolute Darling,0,Gabriel Tallent,0
2518,33590214,Young Jane Young,0,Gabrielle Zevin,1
2519,33151805,Into the Water,0,Paula Hawkins,1
2520,32283133,Origin,0,Dan Brown,1
2521,33602101,Glass Houses,0,Louise Penny,1
2522,33199875,The Good Daughter,0,Karin Slaughter,1
2523,28220971,The Dry,0,Jane Harper,1
2524,32835140,Secrets in Death,0,J.D. Robb,1
2525,28016509,The Girl Before,0,J.P. Delaney,0
2526,33398243,Stillhouse Lake,0,Rachel Caine,0
2527,30653828,Mississippi Blood,0,Greg Iles,1
2528,31450633,The Breakdown,0,B.A. Paris,1
2529,29939148,Never Let You Go,0,Chevy Stevens,1
2530,34061743,Silent Child,0,Sarah A. Denzil,0
2531,31379212,Golden Prey,0,John Sandford,1
2532,29095401,The Marriage Lie,0,Kimberly Belle,0
2533,30962267,The Ghostwriter,0,A.R. Torre,1
2534,28965131,Behind Her Eyes,0,Sarah Pinborough,0
2535,31184479,The Night Bird,0,Brian Freeman,0
2536,34219801,Righteous,0,Joe Ide,1
2537,34685945,Last Breath,0,Robert Bryndza,1
2538,31125554,The Fourth Monkey,0,J.D. Barker,1
2539,32148570,Before We Were Yours,0,Lisa Wingate,1
2540,29906980,Lincoln in the Bardo,0,George Saunders,1
2541,33571713,A Column of Fire,0,Ken Follett,1
2542,32051912,The Alice Network,0,Kate Quinn,1
2543,32487617,Beneath a Scarlet Sky,0,Mark T. Sullivan,0
2544,32620332,The Seven Husbands of Evelyn Hugo,0,Taylor Jenkins Reid,1
2545,30753646,The Tea Girl of Hummingbird Lane,0,Lisa See,1
2546,29983711,Pachinko,0,Min Jin Lee,0
2547,26795307,Moonglow,0,Michael Chabon,1
2548,29904278,From Sand and Ash,0,Amy Harmon,1
2549,33368917,The Last Tudor,0,Philippa Gregory,1
2550,34467031,Manhattan Beach,0,Jennifer Egan,0
2551,32336154,The Stars are Fire,0,Anita Shreve,0
2552,33253215,The Heart's Invisible Furies,0,John Boyne,0
2553,30256224,A Piece of the World,0,Christina Baker Kline,1
2554,30653967,The Women in the Castle,0,Jessica Shattuck,0
2555,30267929,We Were the Lucky Ones,0,Georgia Hunter,0
2556,30971664,Salt Houses,0,Hala Alyan,0
2557,33572784,Love and Other Consolation Prizes,0,Jamie Ford,1
2558,31752152,Lilli de Jong,0,Janet Benton,0
2559,29363501,Fantastic Beasts and Where to Find Them: The Original Screenplay,0,J.K. Rowling,1
2560,30809689,Norse Mythology,0,Neil Gaiman,1
2561,29939230,A Conjuring of Light,0,Victoria E. Schwab,1
2562,25489134,The Bear and the Nightingale,0,Katherine Arden,1
2563,34002132,Oathbringer,0,Brandon Sanderson,1
2564,33541526,One Fell Sweep,0,Ilona Andrews,1
2565,23401438,Feversong,0,Karen Marie Moning,1
2566,30688013,Assassin's Fate,0,Robin Hobb,1
2567,31817749,The Stone Sky,0,N.K. Jemisin,1
2568,26542535,The Fate of the Tearling,0,Erika Johansen,1
2569,22062213,Etched in Bone,0,Anne Bishop,1
2570,25895524,Red Sister,0,Mark Lawrence,1
2571,24154742,Eleventh Grave in Moonlight,0,Darynda Jones,1
2572,30687916,Silence Fallen,0,Patricia Briggs,1
2573,30841984,Kings of the Wyld,0,Nicholas Eames,1
2574,31159601,The Witchwood Crown,0,Tad Williams,0
2575,28811016,Sins of Empire,0,Brian McClellan,1
2576,34040263,The Land: Raiders,0,Aleron Kong,1
2577,32337902,Age of Swords,1,Michael J. Sullivan,1
2577,32337902,Age of Swords,1,Marc Simonetti,0
2578,31522139,City of Miracles,0,Robert Jackson Bennett,1
2579,34684620,Without Merit,0,Colleen Hoover,1
2580,31415529,Come Sundown,0,Nora Roberts,1
2581,30166573,Devil in Spring,0,Lisa Kleypas,1
2582,22303684,White Hot,0,Ilona Andrews,1
2583,29496208,Blood Vow,0,J.R. Ward,1
2584,33597147,Wait For It,0,Mariana Zapata,1
2585,32848471,Egomaniac,0,Vi Keeland,1
2586,34913174,The Gravity of Us,0,Brittainy C. Cherry,1
2587,31324863,Royally Matched,0,Emma Chase,1
2588,32573185,Silver Silence,0,Nalini Singh,1
2589,33785828,Vicious,0,L.J. Shen,1
2590,35173603,Tease,0,Ella Frank,1
2591,32145091,Dirty Filthy Rich Men,0,Laurelin Paige,0
2592,35920112,Beard in Mind,0,Penny Reid,1
2593,34757023,Dating-ish,0,Penny Reid,1
2594,30166695,Breathless,0,Beverly Jenkins,0
2595,29095429,Forged in Desire,0,Brenda Jackson,0
2596,33296129,The Duchess Deal,0,Tessa Dare,1
2597,36263943,Damaged Like Us,0,Krista Ritchie,1
2598,34950852,Drive,0,Kate Stewart,0
2599,34928122,Artemis,0,Andy Weir,1
2600,30134847,Waking Gods,0,Sylvain Neuvel,1
2601,31140332,Thrawn,0,Timothy Zahn,1
2602,32283423,American War,0,Omar El Akkad,0
2603,30038988,Home,0,Nnedi Okorafor,1
2604,31451186,Borne,0,Jeff VanderMeer,1
2605,25877663,Babylon’s Ashes,0,James S.A. Corey,1
2606,30153293,All Our Wrong Todays,0,Elan Mastai,0
2607,29939160,The Collapsing Empire,0,John Scalzi,1
2608,31213373,And the Rest Is History,0,Jodi Taylor,1
2609,34878094,For We Are Many,0,Dennis E. Taylor,0
2610,33387769,All Systems Red,0,Martha Wells,1
2611,34219845,Provenance,0,Ann Leckie,1
2612,32075825,The Rise and Fall of D.O.D.O.,1,Neal Stephenson,1
2612,32075825,The Rise and Fall of D.O.D.O.,1,Nicole Galland,0
2613,32927239,Raven Stratagem,0,Yoon Ha Lee,1
2614,28962996,Six Wakes,0,Mur Lafferty,1
2615,31340859,Fields of Fire,0,Marko Kloos,1
2616,32922275,The Stars Are Legion,0,Kameron Hurley,1
2617,32446949,The Punch Escrow,0,Tal M. Klein,0
2618,28220647,Seven Surrenders,0,Ada Palmer,1
2619,34466922,Sleeping Beauties,1,Stephen King,1
2619,34466922,Sleeping Beauties,1,Owen King,0
2620,32796253,Final Girls,0,Riley Sager,1
2621,23267873,Prince Lestat and the Realms of Atlantis,0,Anne Rice,1
2622,32905343,Meddling Kids,0,Edgar Cantero,0
2623,31554413,The Boy on the Bridge,0,M.R. Carey,1
2624,32828538,Lost Boy: The True Story of Captain Hook,0,Christina Henry,1
2625,32336166,Full Wolf Moon,0,Lincoln Child,0
2626,31147267,The Changeling,0,Victor LaValle,1
2627,32604351,The Roses of May,0,Dot Hutchison,1
2628,31396389,A Game of Ghosts,0,John Connolly,1
2629,29326301,The Awakening,0,Amanda Stevens,1
2630,31183180,Dusk or Dark or Dawn or Day,0,Seanan McGuire,1
2631,33574090,What the Hell Did I Just Read,1,David Wong,1
2631,33574090,What the Hell Did I Just Read,1,Jason Pargin,1
2632,30780283,White Tears,0,Hari Kunzru,0
2633,34066621,Strange Weather: Four Short Novels,0,Joe Hill,1
2634,31450774,The Delirium Brief,0,Charles Stross,1
2635,32051902,The Kill Society,0,Richard Kadrey,1
2636,31574739,The Grip of It,0,Jac Jemc,0
2637,30221892,A God in the Shed,0,J.-F. Dubeau,0
2638,32920015,Bone White,0,Ronald Malfi,1
2639,30253864,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",0,Lauren Graham,1
2640,33347428,I Can't Make This Up: Life Lessons,1,Kevin Hart,0
2640,33347428,I Can't Make This Up: Life Lessons,1,Neil Strauss,0
2641,34130008,Unqualified,1,Anna Faris,0
2641,34130008,Unqualified,1,Chris Pratt,0
2642,33381433,We Are Never Meeting in Real Life.,0,Samantha Irby,1
2643,30971731,This Is Just My Face: Try Not to Stare,0,Gabourey Sidibe,0
2644,29214727,"The Daily Show: An Oral History as Told by Jon Stewart, the Correspondents, Staff and Guests",1,Chris Smith,0
2644,29214727,"The Daily Show: An Oral History as Told by Jon Stewart, the Correspondents, Staff and Guests",1,Jon Stewart,0
2645,32498038,Theft by Finding: Diaries 1977-2002,0,David Sedaris,1
2646,24612045,"Believe Me: A Memoir of Love, Death, and Jazz Chickens",0,Eddie Izzard,0
2647,30658435,One Day We'll All Be Dead and None of This Will Matter,0,Scaachi Koul,0
2648,32337904,"The Awkward Thoughts of W. Kamau Bell: Tales of a 6' 4"", African American, Heterosexual, Cisgender, Left-Leaning, Asthmatic, Black and Proud Blerd, Mama's Boy, Dad, and Stand-Up Comedian",0,W. Kamau Bell,0
2649,31934379,Al Franken: Giant of the Senate,0,Al Franken,0
2650,34427199,I'm Fine...And Other Lies,0,Whitney Cummings,0
2651,34947549,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",1,Rhett McLaughlin,1
2651,34947549,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",1,Link Neal,1
2652,30653928,Revolution for Dummies: Laughing Through the Arab Spring,0,Bassem Youssef,0
2653,34347433,Vacationland: True Stories from Painful Beaches,0,John Hodgman,1
2654,34853119,Stephen Colbert's Midnight Confessions,1,Stephen Colbert,1
2654,34853119,Stephen Colbert's Midnight Confessions,1,The Staff of the Late Show,0
2654,34853119,Stephen Colbert's Midnight Confessions,1,Sean Kelly,0
2655,31450739,I Need a Lifeguard Everywhere But the Pool,1,Lisa Scottoline,1
2655,31450739,I Need a Lifeguard Everywhere But the Pool,1,Francesca Serritella,1
2656,31707101,This Is Really Happening,0,Erin Chack,0
2657,34466893,Everything Is Awful: And Other Observations,0,Matt Bellassai,0
2658,33898867,Waiting for the Punch: Words to Live by from the WTF Podcast,1,Marc Maron,0
2658,33898867,Waiting for the Punch: Words to Live by from the WTF Podcast,1,John Oliver,0
2659,31202835,How to Be a Bawse: A Guide to Conquering Life,0,Lilly Singh,0
2660,33585392,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",0,Chimamanda Ngozi Adichie,1
2661,30689330,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,0,Michael Finkel,1
2662,30145126,The Lost City of the Monkey God: A True Story,0,Douglas Preston,1
2663,34068481,From Here to Eternity: Traveling the World to Find the Good Death,1,Caitlin Doughty,1
2663,34068481,From Here to Eternity: Traveling the World to Find the Good Death,1,Landis Blair,0
2664,33916061,We Were Eight Years in Power: An American Tragedy,0,Ta-Nehisi Coates,1
2665,32938155,"Option B: Facing Adversity, Building Resilience, and Finding Joy",1,Sheryl Sandberg,1
2665,32938155,"Option B: Facing Adversity, Building Resilience, and Finding Joy",1,Adam M. Grant,1
2666,33099371,Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life,0,Jen Hatmaker,1
2667,30781490,Word by Word: The Secret Life of Dictionaries,0,Kory Stamper,0
2668,31247643,Hallelujah Anyway: Rediscovering Mercy,0,Anne Lamott,1
2669,31421117,Tears We Cannot Stop: A Sermon to White America,0,Michael Eric Dyson,0
2670,30820956,Tools of Titans,0,Timothy Ferriss,0
2671,30629730,A Colony in a Nation,0,Chris Hayes,0
2672,34565022,Braving the Wilderness,0,Brené Brown,1
2673,31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,0,Nick Bilton,0
2674,33670466,Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction,1,Grady Hendrix,1
2674,33670466,Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction,1,Will Errickson,0
2675,33965707,Unshakeable,1,Anthony Robbins,0
2675,33965707,Unshakeable,1,Tony Robbins,0
2675,33965707,Unshakeable,1,Peter Mallouk,0
2676,35105799,No Is Not Enough: Resisting Trump's Shock Politics and Winning the World We Need,0,Naomi Klein,1
2677,32191677,"American Fire: Love, Arson, and Life in a Vanishing Land",0,Monica Hesse,0
2678,33916342,Daring to Hope: Finding God's Goodness in the Broken and the Beautiful,1,Katie Davis Majors,0
2678,33916342,Daring to Hope: Finding God's Goodness in the Broken and the Beautiful,1,Ann Voskamp,0
2679,34138013,What Happened,0,Hillary Rodham Clinton,1
2680,26074156,Hunger: A Memoir of (My) Body,0,Roxane Gay,1
2681,32737127,"Unfiltered: No Shame, No Regrets, Just Me",0,Lily Collins,0
2682,32620356,Daring to Drive: A Saudi Woman's Awakening,0,Manal Al-Sharif,0
2683,31420708,You Don't Have to Say You Love Me,0,Sherman Alexie,1
2684,32052074,The Most Beautiful: My Life with Prince,0,Mayte Garcia,0
2685,31371728,My Lovely Wife in the Psych Ward,0,Mark Lukach,0
2686,31208653,How to Murder Your Life,0,Cat Marnell,0
2687,31751594,How Dare the Sun Rise: Memoirs of a War Child,1,Sandra Uwiringiyimana,0
2687,31751594,How Dare the Sun Rise: Memoirs of a War Child,1,Abigail Pesta,0
2688,32076678,The Fact of a Body: A Murder and a Memoir,0,Alexandria Marzano-Lesnevich,0
2689,30649506,At Home in the World: Reflections on Belonging While Wandering the Globe,0,Tsh Oxenreider,0
2690,32572166,The Rules Do Not Apply,0,Ariel Levy,1
2691,34104392,The Bright Hour: A Memoir of Living and Dying,0,Nina Riggs,0
2692,27917674,When We Rise: My Life in the Movement,0,Cleve Jones,0
2693,30038960,"Insomniac City: New York, Oliver, and Me",0,Bill Hayes,0
2694,30956087,The Polygamist's Daughter,1,Anna LeBaron,0
2694,30956087,The Polygamist's Daughter,1,Leslie Wilson,0
2695,33898878,Happiness: The Crooked Little Road to Semi-Ever After,0,Heather Harpham,0
2696,34275220,Voice Lessons: A Sisters Story,0,Cara Mentzel,0
2697,31848282,I Was Told to Come Alone: My Journey Behind the Lines of Jihad,0,Souad Mekhennet,0
2698,31920820,Priestdaddy,0,Patricia Lockwood,1
2699,31409135,The Radium Girls: The Dark Story of America’s Shining Women,0,Kate Moore,1
2700,29496196,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,0,David Grann,1
2701,24212581,Victoria The Queen: An Intimate Biography of the Woman Who Ruled an Empire,0,Julia Baird,0
2702,31450766,Jane Austen at Home,0,Lucy Worsley,0
2703,31848288,Apollo 8: The Thrilling Story of the First Mission to the Moon,0,Jeffrey Kluger,0
2704,34237826,Grant,0,Ron Chernow,0
2705,30078650,"A Hope More Powerful Than the Sea: One Refugee's Incredible Story of Love, Loss, and Survival",0,Melissa Fleming,0
2706,30334134,The Undoing Project: A Friendship That Changed Our Minds,0,Michael Lewis,1
2707,33917107,On Tyranny: Twenty Lessons from the Twentieth Century,0,Timothy Snyder,0
2708,30753852,The Blood of Emmett Till,0,Timothy B. Tyson,0
2709,30753828,The Road to Jonestown: Jim Jones and Peoples Temple,0,Jeff Guinn,1
2710,34684622,Leonardo da Vinci,0,Walter Isaacson,1
2711,30199426,Get Well Soon: History's Worst Plagues and the Heroes Who Fought Them,0,Jennifer Wright,0
2712,29635592,Churchill's Ministry of Ungentlemanly Warfare: The Mavericks Who Plotted Hitler's Defeat,0,Giles Milton,0
2713,31159759,The Gatekeepers: How the White House Chiefs of Staff Define Every Presidency,0,Chris Whipple,0
2714,30107571,All the Gallant Men: An American Sailor's Firsthand Account of Pearl Harbor,1,Donald Stratton,0
2714,30107571,All the Gallant Men: An American Sailor's Firsthand Account of Pearl Harbor,1,Ken Gire,0
2715,34928902,Huế 1968: A Turning Point of the American War in Vietnam,0,Mark Bowden,0
2716,34184069,The Storm Before the Storm: The Beginning of the End of the Roman Republic,0,Mike Duncan,0
2717,34593560,Killing England: The Brutal Struggle for American Independence,1,Bill O'Reilly,1
2717,34593560,Killing England: The Brutal Struggle for American Independence,1,Martin Dugard,1
2718,30688762,"Last Hope Island: Britain, Occupied Europe, and the Brotherhood That Helped Turn the Tide of War",0,Lynne Olson,1
2719,32191710,Astrophysics for People in a Hurry,0,Neil deGrasse Tyson,1
2720,31869108,Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,0,Angela Saini,0
2721,28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",1,Steven Pinker,1
2721,28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",1,Seth Stephens-Davidowitz,0
2722,31625636,We Have No Idea: A Guide to the Unknown Universe,1,Jorge Cham,0
2722,31625636,We Have No Idea: A Guide to the Unknown Universe,1,Daniel Whiteson,0
2723,30231729,The Death and Life of the Great Lakes,0,Dan Egan,0
2724,28116739,Other Minds,0,Peter Godfrey-Smith,0
2725,29889716,The Case Against Sugar,0,Gary Taubes,1
2726,28110850,Cannibalism: A Perfectly Natural History,0,Bill Schutt,0
2727,30231812,"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative",0,Florence Williams,0
2728,30901608,Hit Makers: The Science of Popularity in an Age of Distraction,0,Derek Thompson,0
2729,31170723,Behave: The Biology of Humans at Our Best and Worst,0,Robert M. Sapolsky,0
2730,31751591,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,0,Eric Barker,0
2731,30962055,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,0,Adam Alter,0
2732,30213950,Pandora's Lab: Seven Stories of Science Gone Wrong,0,Paul A. Offit,0
2733,30753821,The Greatest Story Ever Told—So Far: Why Are We Here?,0,Lawrence M. Krauss,1
2734,30971755,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,1,Jennifer A. Doudna,0
2734,30971755,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,1,Samuel H. Sternberg,0
2735,28450775,Whiplash: How to Survive Our Faster Future,1,Joichi Ito,0
2735,28450775,Whiplash: How to Survive Our Faster Future,1,Jeff Howe,0
2736,34490192,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,1,Kelly Weinersmith,0
2736,34490192,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,1,Zach Weinersmith,0
2737,32940866,Caesar's Last Breath: Decoding the Secrets of the Air Around Us,0,Sam Kean,1
2738,34274957,Life 3.0: Being Human in the Age of Artificial Intelligence,0,Max Tegmark,0
2739,34016988,"The Pioneer Woman Cooks: Come and Get It! Simple, Scrumptious Recipes for Crazy Busy Lives",0,Ree Drummond,1
2740,35069206,5 Ingredients – Quick & Easy Food,0,Jamie Oliver,0
2741,31423449,"Stirring Up Fun with Food: Over 115 Simple, Delicious Ways to Be Creative in the Kitchen",1,Sarah Michelle Gellar,0
2741,31423449,"Stirring Up Fun with Food: Over 115 Simple, Delicious Ways to Be Creative in the Kitchen",1,Gia Russo,0
2742,32148009,Give a Girl a Knife,0,Amy Thielen,0
2743,31329547,"Whole New You: How Real Food Transforms Your Life, for a Healthier, More Gorgeous You",1,Tia Mowry,0
2743,31329547,"Whole New You: How Real Food Transforms Your Life, for a Healthier, More Gorgeous You",1,Jessica Porter,0
2744,34129998,Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites,0,Deb Perelman,1
2745,32191664,BraveTart: Iconic American Desserts,0,Stella Parks,0
2746,29100223,The Cooking Gene: A Journey Through African American Culinary History in the Old South,0,Michael W. Twitty,0
2747,30760782,"Food, Health and Happiness: 115 On-Point Recipes for Great Meals and a Better Life",0,Oprah Winfrey,1
2748,30753841,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",1,Michael Pollan,1
2748,30753841,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",1,Samin Nosrat,0
2748,30753841,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",1,Wendy MacNaughton,0
2749,31624473,"Cork Dork: A Wine-Fueled Adventure Among the Obsessive Sommeliers, Big Bottle Hunters, and Rogue Scientists Who Taught Me to Live for Taste",0,Bianca Bosker,0
2750,31915218,Grocery: The Buying and Selling of Food in America,0,Michael Ruhlman,0
2751,28814765,The Wellness Mama Cookbook: 200 Easy-to-Prepare Recipes and Time-Saving Advice for the Busy Cook,0,Katie Wells,0
2752,33516589,Coming to My Senses: The Making of a Counterculture Cook,0,Alice Waters,0
2753,32894542,"Ready or Not!: 150+ Make-Ahead, Make-Over, and Make-Now Recipes by Nom Nom Paleo",1,Michelle Tam,1
2753,32894542,"Ready or Not!: 150+ Make-Ahead, Make-Over, and Make-Now Recipes by Nom Nom Paleo",1,Henry Fong,1
2754,31451086,Love Real Food: More Than 100 Feel-Good Vegetarian Favorites to Delight the Senses and Nourish the Body,0,Kathryne Taylor,0
2755,29430845,Eight Flavors: The Untold Story of American Cuisine,0,Sarah Lohman,0
2756,32714100,A Really Big Lunch: The Roving Gourmand on Food and Life,0,Jim Harrison,0
2757,34063669,Sweet: Desserts from London's Ottolenghi,1,Yotam Ottolenghi,1
2757,34063669,Sweet: Desserts from London's Ottolenghi,1,Helen Goh,0
2758,33571767,Half Baked Harvest Cookbook: Recipes from My Barn in the Mountains,0,Tieghan Gerard,0
2759,30754980,Big Mushy Happy Lump,0,Sarah Andersen,1
2760,31223882,"Wonder Woman, Vol. 1: The Lies",1,Greg Rucka,0
2760,31223882,"Wonder Woman, Vol. 1: The Lies",1,Liam Sharp,0
2760,31223882,"Wonder Woman, Vol. 1: The Lies",1,Jodi Wynne,0
2761,29237211,"Saga, Volume 7",1,Brian K. Vaughan,1
2761,29237211,"Saga, Volume 7",1,Fiona Staples,1
2762,29772863,Wires and Nerve,1,Marissa Meyer,1
2762,29772863,Wires and Nerve,1,Douglas Holgate,1
2762,29772863,Wires and Nerve,1,Stephen Gilpin,1
2763,33540347,"Monstress, Volume 2: The Blood",1,Marjorie M. Liu,1
2763,33540347,"Monstress, Volume 2: The Blood",1,Sana Takeda,1
2764,31145178,Real Friends,1,Shannon Hale,1
2764,31145178,Real Friends,1,LeUyen Pham,0
2764,31145178,Real Friends,1,Jane Poole,0
2765,29775583,"Ms. Marvel, Vol. 6: Civil War II",1,G. Willow Wilson,1
2765,29775583,"Ms. Marvel, Vol. 6: Civil War II",1,Takeshi Miyazawa,1
2766,32497911,Everyone's a Aliebn When Ur a Aliebn Too,0,Jomny Sun,0
2767,29936927,The Best We Could Do,0,Thi Bui,0
2768,31338724,"Paper Girls, Volume 2",1,Brian K. Vaughan,1
2768,31338724,"Paper Girls, Volume 2",1,Cliff Chiang,1
2768,31338724,"Paper Girls, Volume 2",1,Matt Wilson,1
2769,28953803,"Lumberjanes, Vol. 5: Band Together",1,N.D. Stevenson,1
2769,28953803,"Lumberjanes, Vol. 5: Band Together",1,Shannon Watters,1
2769,28953803,"Lumberjanes, Vol. 5: Band Together",1,Kat Leyh,1
2770,29069374,"My Favorite Thing Is Monsters, Vol. 1",0,Emil Ferris,0
2771,33161035,"The Legend of Korra: Turf Wars, Part One",0,Michael Dante DiMartino,1
2771,33161035,"The Legend of Korra: Turf Wars, Part One",0,Irene Koh,0
2772,29507117,"The Vision, Vol. 2: Little Better Than a Beast",1,Tom King,1
2772,29507117,"The Vision, Vol. 2: Little Better Than a Beast",1,Gabriel Hernández Walta,1
2772,29507117,"The Vision, Vol. 2: Little Better Than a Beast",1,Michael Walsh,0
2773,31387199,"The Black Monday Murders, Vol. 1: All Hail, God Mammon",1,Jonathan Hickman,0
2773,31387199,"The Black Monday Murders, Vol. 1: All Hail, God Mammon",1,Tomm Coker,0
2773,31387199,"The Black Monday Murders, Vol. 1: All Hail, God Mammon",1,Michael Garland,0
2774,25893783,"Black Hammer, Vol. 1: Secret Origins",1,Jeff Lemire,1
2774,25893783,"Black Hammer, Vol. 1: Secret Origins",1,Dean Ormston,1
2775,29972029,"Bitch Planet, Vol. 2: President Bitch",1,Kelly Sue DeConnick,1
2775,29972029,"Bitch Planet, Vol. 2: President Bitch",1,Taki Soma,0
2775,29972029,"Bitch Planet, Vol. 2: President Bitch",1,Valentine De Landro,0
