Year,Subject,Book Count,Year Book Total,Percent_True_Formula,Percent_True,Percent-Rounded,Percent of Books
2011,native american,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,anthologies,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,espionage,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,presidents,2,401,0.4987531172,0.4987531172,0.5,0.5
2011,westerns,2,401,0.4987531172,0.4987531172,0.5,0.5
2011,birds,0,401,0,0,0,0
2011,dark fantasy,3,401,0.7481296758,0.7481296758,0.75,0.75
2011,demons,3,401,0.7481296758,0.7481296758,0.75,0.75
2011,marvel,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,second chance,0,401,0,0,0,0
2011,anti racist,0,401,0,0,0,0
2011,civil war,2,401,0.4987531172,0.4987531172,0.5,0.5
2011,classics,2,401,0.4987531172,0.4987531172,0.5,0.5
2011,dc comics,0,401,0,0,0,0
2011,drama,3,401,0.7481296758,0.7481296758,0.75,0.75
2011,faith,0,401,0,0,0,0
2011,juvenile,3,401,0.7481296758,0.7481296758,0.75,0.75
2011,m m romance,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,military science fiction,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,spirituality,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,angels,6,401,1.496259352,1.496259352,1.5,1.5
2011,disability,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,bdsm,1,401,0.2493765586,0.2493765586,0.25,0.25
2011,cults,2,401,0.4987531172,0.4987531172,0.5,0.5
